id,name,structure-id,structure-abbrev,structure-name,structure-color,strain,transgenic-line,gender,injection-coordinates,injection-volume,injection-structures,product-id,sum,num-voxels,selected,experiment_page_url
180916954,378-1824,993,MOs,Secondary motor area,1F9D5A,C57BL/6J,"",M,"[4800, 1220, 5930]",0.558847,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",5,18.04344,482722,false,http://connectivity.brain-map.org/projection/experiment/180916954
158258062,378-1627,194,LHA,Lateral hypothalamic area,F2483B,C57BL/6J,"",M,"[7170, 6520, 5750]",1.443090,"[{""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>118, ""name""=>""Periventricular hypothalamic nucleus, intermediate part"", ""abbreviation""=>""PVi"", ""color""=>""FF5D50""}, {""id""=>126, ""name""=>""Periventricular hypothalamic nucleus, posterior part"", ""abbreviation""=>""PVp"", ""color""=>""FF5547""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>223, ""name""=>""Arcuate hypothalamic nucleus"", ""abbreviation""=>""ARH"", ""color""=>""FF5D50""}, {""id""=>614, ""name""=>""Tuberal nucleus"", ""abbreviation""=>""TU"", ""color""=>""F2483B""}, {""id""=>693, ""name""=>""Ventromedial hypothalamic nucleus"", ""abbreviation""=>""VMH"", ""color""=>""FF4C3E""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>980, ""name""=>""Dorsal premammillary nucleus"", ""abbreviation""=>""PMd"", ""color""=>""FF4C3E""}, {""id""=>1004, ""name""=>""Ventral premammillary nucleus"", ""abbreviation""=>""PMv"", ""color""=>""FF4C3E""}]",5,17.55001,494193,false,http://connectivity.brain-map.org/projection/experiment/158258062
166082128,Rbp4-Cre-113,985,MOp,Primary motor area,1F9D5A,unknown,Rbp4-Cre_KL100,M,"[3420, 2870, 7290]",0.447624,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,17.15424,488662,false,http://connectivity.brain-map.org/projection/experiment/166082128
100141780,378-795,985,MOp,Primary motor area,1F9D5A,C57BL/6J,"",M,"[4070, 2600, 7500]",0.195324,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,16.49249,488662,false,http://connectivity.brain-map.org/projection/experiment/100141780
158314987,378-1629,491,MM,Medial mammillary nucleus,FF4C3E,C57BL/6J,"",M,"[7950, 5670, 5280]",1.055850,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>210, ""name""=>""Lateral mammillary nucleus"", ""abbreviation""=>""LM"", ""color""=>""FF4C3E""}, {""id""=>374, ""name""=>""Substantia nigra, compact part"", ""abbreviation""=>""SNc"", ""color""=>""FFA6FF""}, {""id""=>491, ""name""=>""Medial mammillary nucleus"", ""abbreviation""=>""MM"", ""color""=>""FF4C3E""}, {""id""=>525, ""name""=>""Supramammillary nucleus"", ""abbreviation""=>""SUM"", ""color""=>""FF4C3E""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>980, ""name""=>""Dorsal premammillary nucleus"", ""abbreviation""=>""PMd"", ""color""=>""FF4C3E""}]",5,16.38821,494644,false,http://connectivity.brain-map.org/projection/experiment/158314987
166153483,Rbp4-Cre-103,119,AIv,"Agranular insular area, ventral part",219866,unknown,Rbp4-Cre_KL100,M,"[3620, 4530, 7710]",0.379654,"[{""id""=>104, ""name""=>""Agranular insular area, dorsal part"", ""abbreviation""=>""AId"", ""color""=>""219866""}, {""id""=>119, ""name""=>""Agranular insular area, ventral part"", ""abbreviation""=>""AIv"", ""color""=>""219866""}, {""id""=>723, ""name""=>""Orbital area, lateral part"", ""abbreviation""=>""ORBl"", ""color""=>""248A5E""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}, {""id""=>1057, ""name""=>""Gustatory areas"", ""abbreviation""=>""GU"", ""color""=>""009C75""}]",5,15.92006,484247,false,http://connectivity.brain-map.org/projection/experiment/166153483
180720175,378-1823,985,MOp,Primary motor area,1F9D5A,C57BL/6J,"",M,"[5710, 670, 6420]",0.999090,"[{""id""=>337, ""name""=>""Primary somatosensory area, lower limb"", ""abbreviation""=>""SSp-ll"", ""color""=>""188064""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",5,15.62512,482860,false,http://connectivity.brain-map.org/projection/experiment/180720175
267959197,Vipr2-Cre_KE2-3320,634,NPC,Nucleus of the posterior commissure,FF90FF,unknown,Vipr2-Cre_KE2,F,"[7640, 3420, 5890]",0.625884,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>215, ""name""=>""Anterior pretectal nucleus"", ""abbreviation""=>""APN"", ""color""=>""FF90FF""}, {""id""=>218, ""name""=>""Lateral posterior nucleus of the thalamus"", ""abbreviation""=>""LP"", ""color""=>""FF909F""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}, {""id""=>531, ""name""=>""Medial pretectal area"", ""abbreviation""=>""MPT"", ""color""=>""FF90FF""}, {""id""=>575, ""name""=>""Central lateral nucleus of the thalamus"", ""abbreviation""=>""CL"", ""color""=>""FF909F""}, {""id""=>634, ""name""=>""Nucleus of the posterior commissure"", ""abbreviation""=>""NPC"", ""color""=>""FF90FF""}, {""id""=>706, ""name""=>""Olivary pretectal nucleus"", ""abbreviation""=>""OP"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>930, ""name""=>""Parafascicular nucleus"", ""abbreviation""=>""PF"", ""color""=>""FF909F""}, {""id""=>1061, ""name""=>""Posterior pretectal nucleus"", ""abbreviation""=>""PPT"", ""color""=>""FF90FF""}]",5,15.58205,487200,false,http://connectivity.brain-map.org/projection/experiment/267959197
478376197,Emx1-IRES-Cre-187655,972,PL,Prelimbic area,2FA850,B6.129,Emx1-IRES-Cre,M,"[3200, 3150, 4960]",0.545450,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>731, ""name""=>""Orbital area, medial part"", ""abbreviation""=>""ORBm"", ""color""=>""248A5E""}, {""id""=>746, ""name""=>""Orbital area, ventrolateral part"", ""abbreviation""=>""ORBvl"", ""color""=>""248A5E""}, {""id""=>972, ""name""=>""Prelimbic area"", ""abbreviation""=>""PL"", ""color""=>""2FA850""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",36,15.23552,489037,false,http://connectivity.brain-map.org/projection/experiment/478376197
114155190,Slc6a4-CreERT2-Homo-271,872,DR,Dorsal nucleus raphe,FFA6FF,B6.Cg,Slc6a4-CreERT2_EZ13,F,"[9560, 3800, 5460]",0.132456,"[{""id""=>115, ""name""=>""Trochlear nucleus"", ""abbreviation""=>""IV"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>872, ""name""=>""Dorsal nucleus raphe"", ""abbreviation""=>""DR"", ""color""=>""FFA6FF""}]",5,14.82853,495243,false,http://connectivity.brain-map.org/projection/experiment/114155190
120814821,Rbp4-Cre-44,985,MOp,Primary motor area,1F9D5A,unknown,Rbp4-Cre_KL100,F,"[3940, 2350, 6990]",0.220101,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,14.67370,488662,false,http://connectivity.brain-map.org/projection/experiment/120814821
113144533,378-1098,295,BLA,Basolateral amygdalar nucleus,9DE79C,C57BL/6J,"",M,"[7200, 5760, 8560]",0.330772,"[{""id""=>295, ""name""=>""Basolateral amygdalar nucleus"", ""abbreviation""=>""BLA"", ""color""=>""9DE79C""}, {""id""=>536, ""name""=>""Central amygdalar nucleus"", ""abbreviation""=>""CEA"", ""color""=>""80C0E2""}, {""id""=>672, ""name""=>""Caudoputamen"", ""abbreviation""=>""CP"", ""color""=>""98D6F9""}, {""id""=>1105, ""name""=>""Intercalated amygdalar nucleus"", ""abbreviation""=>""IA"", ""color""=>""80C0E2""}]",5,14.49176,483447,false,http://connectivity.brain-map.org/projection/experiment/113144533
313325371,Rasgrf2-2A-dCre-D-160235,693,VMH,Ventromedial hypothalamic nucleus,FF4C3E,B6.Cg,Rasgrf2-2A-dCre,M,"[7390, 6520, 5740]",0.978529,"[{""id""=>1, ""name""=>""Tuberomammillary nucleus, ventral part"", ""abbreviation""=>""TMv"", ""color""=>""FF4C3E""}, {""id""=>126, ""name""=>""Periventricular hypothalamic nucleus, posterior part"", ""abbreviation""=>""PVp"", ""color""=>""FF5547""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>223, ""name""=>""Arcuate hypothalamic nucleus"", ""abbreviation""=>""ARH"", ""color""=>""FF5D50""}, {""id""=>614, ""name""=>""Tuberal nucleus"", ""abbreviation""=>""TU"", ""color""=>""F2483B""}, {""id""=>693, ""name""=>""Ventromedial hypothalamic nucleus"", ""abbreviation""=>""VMH"", ""color""=>""FF4C3E""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>980, ""name""=>""Dorsal premammillary nucleus"", ""abbreviation""=>""PMd"", ""color""=>""FF4C3E""}, {""id""=>1004, ""name""=>""Ventral premammillary nucleus"", ""abbreviation""=>""PMv"", ""color""=>""FF4C3E""}, {""id""=>1126, ""name""=>""Tuberomammillary nucleus, dorsal part"", ""abbreviation""=>""TMd"", ""color""=>""FF4C3E""}]",5,14.29135,494579,false,http://connectivity.brain-map.org/projection/experiment/313325371
165975096,Erbb4-2A-CreERT2-D-5702,749,VTA,Ventral tegmental area,FF90FF,B6.Cg,Erbb4-2A-CreERT2,M,"[8400, 5200, 5200]",0.936223,"[{""id""=>12, ""name""=>""Interfascicular nucleus raphe"", ""abbreviation""=>""IF"", ""color""=>""FFA6FF""}, {""id""=>100, ""name""=>""Interpeduncular nucleus"", ""abbreviation""=>""IPN"", ""color""=>""FFA6FF""}, {""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>197, ""name""=>""Rostral linear nucleus raphe"", ""abbreviation""=>""RL"", ""color""=>""FFA6FF""}, {""id""=>374, ""name""=>""Substantia nigra, compact part"", ""abbreviation""=>""SNc"", ""color""=>""FFA6FF""}, {""id""=>591, ""name""=>""Central linear nucleus raphe"", ""abbreviation""=>""CLI"", ""color""=>""FFA6FF""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>975, ""name""=>""Edinger-Westphal nucleus"", ""abbreviation""=>""EW"", ""color""=>""FF90FF""}]",5,14.25361,491673,false,http://connectivity.brain-map.org/projection/experiment/165975096
181057754,378-1838,88,AHN,Anterior hypothalamic nucleus,FF4C3E,C57BL/6J,"",M,"[6520, 6890, 5730]",1.497030,"[{""id""=>15, ""name""=>""Parataenial nucleus"", ""abbreviation""=>""PT"", ""color""=>""FF909F""}, {""id""=>38, ""name""=>""Paraventricular hypothalamic nucleus"", ""abbreviation""=>""PVH"", ""color""=>""FF5D50""}, {""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>118, ""name""=>""Periventricular hypothalamic nucleus, intermediate part"", ""abbreviation""=>""PVi"", ""color""=>""FF5D50""}, {""id""=>173, ""name""=>""Retrochiasmatic area"", ""abbreviation""=>""RCH"", ""color""=>""F2483B""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>223, ""name""=>""Arcuate hypothalamic nucleus"", ""abbreviation""=>""ARH"", ""color""=>""FF5D50""}, {""id""=>286, ""name""=>""Suprachiasmatic nucleus"", ""abbreviation""=>""SCH"", ""color""=>""FF5547""}, {""id""=>347, ""name""=>""Subparaventricular zone"", ""abbreviation""=>""SBPV"", ""color""=>""FF5547""}, {""id""=>523, ""name""=>""Medial preoptic area"", ""abbreviation""=>""MPO"", ""color""=>""FF5547""}, {""id""=>614, ""name""=>""Tuberal nucleus"", ""abbreviation""=>""TU"", ""color""=>""F2483B""}, {""id""=>693, ""name""=>""Ventromedial hypothalamic nucleus"", ""abbreviation""=>""VMH"", ""color""=>""FF4C3E""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}]",5,14.03069,492872,false,http://connectivity.brain-map.org/projection/experiment/181057754
180717881,378-1813,345,SSp-m,"Primary somatosensory area, mouth",188064,C57BL/6J,"",M,"[4580, 3610, 8670]",1.020460,"[{""id""=>345, ""name""=>""Primary somatosensory area, mouth"", ""abbreviation""=>""SSp-m"", ""color""=>""188064""}, {""id""=>378, ""name""=>""Supplemental somatosensory area"", ""abbreviation""=>""SSs"", ""color""=>""188064""}, {""id""=>677, ""name""=>""Visceral area"", ""abbreviation""=>""VISC"", ""color""=>""11AD83""}, {""id""=>1057, ""name""=>""Gustatory areas"", ""abbreviation""=>""GU"", ""color""=>""009C75""}]",5,13.85291,488921,false,http://connectivity.brain-map.org/projection/experiment/180717881
127084296,378-1401,985,MOp,Primary motor area,1F9D5A,C57BL/6J,"",M,"[4880, 1800, 6920]",0.335501,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",5,13.23072,488662,false,http://connectivity.brain-map.org/projection/experiment/127084296
158374671,378-1636,961,PIR,Piriform area,6ACBBA,C57BL/6J,"",M,"[6680, 6320, 8860]",0.856201,"[{""id""=>131, ""name""=>""Lateral amygdalar nucleus"", ""abbreviation""=>""LA"", ""color""=>""90EB8D""}, {""id""=>295, ""name""=>""Basolateral amygdalar nucleus"", ""abbreviation""=>""BLA"", ""color""=>""9DE79C""}, {""id""=>329, ""name""=>""Primary somatosensory area, barrel field"", ""abbreviation""=>""SSp-bfd"", ""color""=>""188064""}, {""id""=>952, ""name""=>""Endopiriform nucleus, dorsal part"", ""abbreviation""=>""EPd"", ""color""=>""A0EE9D""}, {""id""=>961, ""name""=>""Piriform area"", ""abbreviation""=>""PIR"", ""color""=>""6ACBBA""}, {""id""=>966, ""name""=>""Endopiriform nucleus, ventral part"", ""abbreviation""=>""EPv"", ""color""=>""A0EE9D""}]",5,12.97090,485898,false,http://connectivity.brain-map.org/projection/experiment/158374671
114472145,378-1175,918,ENTl,"Entorhinal area, lateral part",32B825,C57BL/6J,"",M,"[8900, 4660, 9700]",0.354956,"[{""id""=>382, ""name""=>""Field CA1"", ""abbreviation""=>""CA1"", ""color""=>""7ED04B""}, {""id""=>502, ""name""=>""Subiculum"", ""abbreviation""=>""SUB"", ""color""=>""4FC244""}, {""id""=>918, ""name""=>""Entorhinal area, lateral part"", ""abbreviation""=>""ENTl"", ""color""=>""32B825""}, {""id""=>922, ""name""=>""Perirhinal area"", ""abbreviation""=>""PERI"", ""color""=>""0E9684""}]",5,12.88272,485952,false,http://connectivity.brain-map.org/projection/experiment/114472145
301267162,Gpr26-Cre_KO250-132716,985,MOp,Primary motor area,1F9D5A,unknown,Gpr26-Cre_KO250,F,"[3380, 2870, 7210]",0.285752,"[{""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",5,12.82828,483853,false,http://connectivity.brain-map.org/projection/experiment/301267162
